6,565,1
6,964,1
6,773,1
6,1239,1
6,673,1
6,308,1
6,1211,1
6,816,1
6,561,1
6,604,1
6,1167,1
6,1106,1
6,474,1
6,545,1
6,203,1
6,116,1
6,79,1
6,1107,1
6,567,1
6,648,1
6,346,1
6,85,1
6,571,1
7,537,1
7,560,1
7,892,1
7,1120,1
7,202,1
7,915,1
7,521,1
7,904,1
7,1138,1
7,962,1
7,551,1
7,1045,1
7,710,1
7,227,1
7,1241,1
7,794,1
7,69,1
8,159,1
8,294,1
8,521,1
8,849,1
8,607,1
8,1140,1
8,1254,1
8,231,1
8,665,1
8,501,1
8,540,1
8,747,1
8,997,1
9,382,1
9,873,1
9,698,1
9,770,1
9,987,1
9,358,1
9,1151,1
9,478,1
9,934,1
9,1050,1
9,618,1
9,1274,1
9,437,1
9,806,1
9,459,1
9,453,1
9,1184,1
9,402,1
9,221,1
10,205,1
10,1114,1
10,1010,1
10,139,1
10,450,1
10,608,1
10,1249,1
10,818,1
10,579,1
10,1028,1
10,676,1
10,200,1
10,744,1
10,215,1
10,134,1
10,527,1
10,1179,1
10,193,1
10,553,1
11,441,1
11,1041,1
11,863,1
11,728,1
11,129,1
11,450,1
11,210,1
11,593,1
11,474,1
11,1173,1
11,495,1
11,325,1
11,1013,1
11,584,1
11,48,1
11,156,1
11,1222,1
11,657,1
11,866,1
11,683,1
12,287,1
12,1228,1
12,86,1
12,967,1
12,831,1
12,923,1
12,278,1
12,1069,1
12,1178,1
12,377,1
12,647,1
12,291,1
12,324,1
12,1144,1
12,694,1
12,1040,1
12,987,1
12,645,1
13,100,1
13,1267,1
13,1182,1
13,120,1
13,972,1
13,173,1
13,340,1
13,224,1
13,959,1
13,795,1
14,1157,1
14,393,1
14,980,1
14,1294,1
14,1022,1
14,495,1
14,780,1
14,270,1
14,1073,1
14,527,1
14,802,1
14,1241,1
14,514,1
14,908,1
14,272,1
14,1014,1
14,144,1
14,33,1
14,486,1
15,717,1
15,1254,1
15,515,1
15,39,1
15,390,1
15,223,1
15,1108,1
15,848,1
15,1246,1
15,901,1
15,692,1
15,1265,1
15,1263,1
15,1151,1
16,668,1
16,1005,1
16,679,1
16,329,1
16,688,1
16,1042,1
16,118,1
16,31,1
16,256,1
16,213,1
16,1152,1
16,203,1
16,916,1
16,402,1
17,1227,1
17,268,1
17,25,1
17,409,1
17,1180,1
17,744,1
17,749,1
17,1214,1
17,1215,1
17,1028,1
17,335,1
17,1048,1
17,166,1
17,215,1
17,75,1
18,304,1
18,106,1
18,1041,1
18,718,1
18,900,1
18,680,1
18,502,1
18,714,1
18,187,1
18,219,1
18,1180,1
18,905,1
18,1118,1
18,1119,1
19,160,1
19,814,1
19,1049,1
19,675,1
19,405,1
19,1289,1
19,201,1
19,88,1
19,835,1
19,1054,1
19,78,1
19,1248,1
19,1022,1
19,373,1
20,1014,1
20,471,1
20,256,1
20,469,1
20,1061,1
20,360,1
20,1177,1
20,261,1
20,182,1
21,320,1
21,689,1
21,904,1
21,687,1
21,1076,1
21,938,1
21,902,1
21,899,1
